month,NO2_density
2019-01,6.979847889133778e-05
2019-01,8.950829502534635e-05
2019-01,7.479447206328953e-05
2019-01,6.77387088980931e-05
2019-01,5.6813120835231015e-05
2019-01,5.6680068942062114e-05
2019-01,8.368434693286169e-05
2019-01,8.750547905258521e-05
2019-01,7.881588051065658e-05
2019-01,6.341773887097964e-05
2019-01,7.1308979638008e-05
2019-01,6.675811327418188e-05
2019-01,7.585107050606827e-05
2019-01,7.402898359736831e-05
2019-01,7.496934752229265e-05
2019-01,6.987841973288203e-05
2019-01,7.613661489402118e-05
2019-01,7.645558136682756e-05
2019-01,6.983974794459002e-05
2019-01,2.2091686874364318e-05
2019-01,7.613990305392485e-05
2019-01,9.742403903713681e-05
2019-01,0.00011897153497548791
2019-01,0.0001336564676564719
2019-01,0.00012697629944713877
2019-01,8.270839503559318e-05
2019-01,0.0001038531025238261
2019-01,0.00012578572155442803
2019-01,0.00013988693984151782
2019-01,0.0001435308387958769
2019-01,0.00011142669212669985
2019-01,8.668185074433379e-05
2019-01,8.151963535496313e-05
2019-01,9.843388676597173e-05
2019-01,8.476779747256162e-05
2019-01,9.627223738546109e-05
2019-02,8.987593749347428e-05
2019-02,8.836243583687869e-05
2019-02,8.209154293075145e-05
2019-02,8.285689768988199e-05
2019-02,8.264574935824553e-05
2019-02,8.359741634005005e-05
2019-02,8.852129709200242e-05
2019-02,8.508600039298963e-05
2019-02,8.107447684821e-05
2019-02,8.556447266784139e-05
2019-02,9.797641272576768e-05
2019-02,0.00011066539145334603
2019-02,9.520825599454116e-05
2019-02,9.29578873425094e-05
2019-02,0.0001080593126580809
2019-02,0.00010659680727389791
2019-02,0.0001446708050191272
2019-02,0.00010193318398858988
2019-02,0.0001343828317741096
2019-02,0.00010193134776947813
2019-02,0.00015469522933836137
2019-02,0.00011893719181142028
2019-02,9.868196276649644e-05
2019-02,8.972753690030631e-05
2019-02,9.643929083534572e-05
2019-02,0.00012561191533028233
2019-02,0.00010886246428648182
2019-02,9.69002243189153e-05
2019-02,9.825166656532626e-05
2019-02,0.00010140536962603011
2019-02,8.677452848875691e-05
2019-02,9.963367809585471e-05
2019-02,9.984049667128524e-05
2019-02,0.00012981112505231062
2019-02,0.00011524031251067595
2019-02,8.602701646151411e-05
2019-02,7.112406621182729e-05
2019-02,0.00013095858821063306
2019-02,0.00012730712843333578
2019-02,0.00010132195820259182
2019-02,0.00011771445385717768
2019-02,0.00013715709281744666
2019-02,9.613245237930086e-05
2019-02,0.00011032468829230185
2019-03,0.00014001932407617927
2019-03,0.00010131105213815911
2019-03,0.0001020618677945119
2019-03,0.00014058446452078083
2019-03,0.00011725146484643888
2019-03,0.00012779808555929135
2019-03,7.520903811119435e-05
2019-03,8.59667278942166e-05
2019-03,7.152721942407874e-05
2019-03,8.586672093118738e-05
2019-03,7.759095369196101e-05
2019-03,5.12263819499818e-05
2019-03,5.1137613739754265e-05
2019-03,9.402089972868864e-05
2019-03,8.636397381913186e-05
2019-03,8.782030980065973e-05
2019-03,0.00011682473829189251
2019-03,0.00011782814068517645
2019-03,0.00012892174112241753
2019-03,0.0001339907243865335
2019-03,0.00011490677034451448
2019-03,7.065574198809956e-05
2019-03,0.0001054560892394789
2019-03,0.00010133769701420559
2019-03,0.00012139985497184223
2019-03,0.00011012272564162518
2019-03,5.357395275495947e-05
2019-03,0.00011365323771103337
2019-03,7.568810794465038e-05
2019-03,6.454839606796067e-05
2019-03,0.00010042882805693253
2019-03,8.196800457343511e-05
2019-03,5.5360629319332186e-05
2019-03,7.406680174333129e-05
2019-03,0.00012520754213711166
2019-03,9.077125057265174e-05
2019-03,4.807911306880868e-05
2019-03,4.884412223215933e-05
2019-03,5.8907089111612366e-05
2019-03,8.572763469028347e-05
2019-03,6.879533184795598e-05
2019-03,8.920160397073566e-05
2019-03,6.557700369856749e-05
2019-03,7.696903875123791e-05
2019-03,6.201316275529e-05
2019-03,7.614827767281888e-05
2019-03,7.671883890231627e-05
2019-04,0.00010492538568736959
2019-04,0.00010482344341493985
2019-04,9.803303524414788e-05
2019-04,0.00010266287518769655
2019-04,7.886343150935323e-05
2019-04,6.177367030358554e-05
2019-04,7.460658282040287e-05
2019-04,9.445461515366896e-05
2019-04,0.00010699128033293218
2019-04,7.343221775704502e-05
2019-04,9.09220828161372e-05
2019-04,6.198472357006137e-05
2019-04,7.13887442358139e-05
2019-04,0.00011100446839871591
2019-04,9.810628172885182e-05
2019-04,9.814503607269118e-05
2019-04,7.942977576397999e-05
2019-04,6.87777646817267e-05
2019-04,6.897090215032279e-05
2019-04,9.486411584368234e-05
2019-04,7.21718869391211e-05
2019-04,8.390410126730451e-05
2019-04,8.743514778225954e-05
2019-04,9.03595320533701e-05
2019-04,8.682764014079127e-05
2019-04,7.873007971579257e-05
2019-04,9.898518474894972e-05
2019-04,9.51593540911957e-05
2019-04,5.76736068406157e-05
2019-04,9.782930694940325e-05
2019-04,8.601936223560112e-05
2019-04,7.996467792698982e-05
2019-04,7.266111532531565e-05
2019-04,6.595896855835225e-05
2019-04,7.557560188423236e-05
2019-04,7.475111994077028e-05
2019-04,8.885156077109854e-05
2019-04,0.00010734398537678637
2019-04,5.537736618405746e-05
2019-04,8.889677620221589e-05
2019-04,8.588033382191957e-05
2019-04,8.914366272953275e-05
2019-04,8.157717124039279e-05
2019-04,8.129134361881928e-05
2019-04,9.079522751577541e-05
2019-04,6.447249805408437e-05
2019-04,0.00011000916856573893
2019-04,0.00012048589590097379
2019-05,0.00010464186412107902
2019-05,8.097660777860498e-05
2019-05,0.00033282946423851014
2019-05,0.0001480936388281596
2019-05,0.00013624897002279424
2019-05,4.251899307436012e-05
2019-05,7.035794111329683e-05
2019-05,6.105140915677452e-05
2019-05,6.933421508872667e-05
2019-05,5.343146658897631e-05
2019-05,6.699600991383774e-05
2019-05,8.909740254431811e-05
2019-05,8.598601019638479e-05
2019-05,8.108067146499505e-05
2019-05,9.39650669765654e-05
2019-05,7.371567330280311e-05
2019-05,5.9498803200084166e-05
2019-05,7.712863321034032e-05
2019-05,7.276586227325823e-05
2019-05,6.852088506349178e-05
2019-05,6.093383164568427e-05
2019-05,6.343221364163456e-05
2019-05,6.406255283027246e-05
2019-05,5.847388366472532e-05
2019-05,5.589166352477523e-05
2019-05,9.812201039407616e-05
2019-05,9.163991672566011e-05
2019-05,0.0001182105950893422
2019-05,2.6950914936913607e-05
2019-05,5.461576527155935e-05
2019-05,9.332339653685254e-05
2019-05,7.105667140683392e-05
2019-05,6.30933799027227e-05
2019-05,5.0434076446114106e-05
2019-05,4.471317515708506e-05
2019-05,0.00010033789844701695
2019-05,0.00013820964246732476
2019-05,6.131350882635704e-05
2019-05,6.176232779750544e-05
2019-05,7.659635606546786e-05
2019-05,5.354099393150548e-05
2019-05,0.00011122526782968198
2019-05,3.967023333000347e-05
2019-05,4.094978679608941e-05
2019-05,5.821721991215224e-05
2019-05,6.713852711028094e-05
2019-05,6.367603412331799e-05
2019-05,9.300758761952145e-05
2019-05,0.00012710602656329636
2019-06,0.00018683051348712071
2019-06,0.00021634900355045457
2019-06,0.00015342434813808402
2019-06,9.507295192309672e-05
2019-06,0.00013055900074495456
2019-06,9.14271783317886e-05
2019-06,0.00013014128894933756
2019-06,9.119371811130481e-05
2019-06,5.4878020951043294e-05
2019-06,4.796281455191853e-05
2019-06,6.176024088210633e-05
2019-06,0.00012382112813240733
2019-06,6.67922286388162e-05
2019-06,6.161006615251818e-05
2019-06,9.95957088889554e-05
2019-06,9.326096187578514e-05
2019-06,5.606368969167835e-05
2019-06,6.0775597212820856e-05
2019-06,8.207723071104286e-05
2019-06,9.870193413242441e-05
2019-06,8.442704789586191e-05
2019-06,4.373417544667554e-05
2019-06,5.3636300496543826e-05
2019-06,5.466376659324409e-05
2019-06,4.4935371408987206e-05
2019-06,7.313800959824644e-05
2019-06,4.6674274769317515e-05
2019-06,6.155932063999972e-05
2019-06,4.8594152337275806e-05
2019-06,4.627188140418461e-05
2019-06,8.021416744966591e-05
2019-06,9.330246309383716e-05
2019-06,0.00011125562375586344
2019-06,5.095137057475515e-05
2019-06,5.0954139842725846e-05
2019-06,6.244093981985867e-05
2019-06,6.361244676799853e-05
2019-06,0.00010930249967236272
2019-06,7.614579578373971e-05
2019-06,5.243747627052125e-05
2019-06,3.699421941188108e-05
2019-06,8.530345550984812e-05
2019-06,4.660472130470052e-05
2019-06,6.868348533466066e-05
2019-06,5.2045176810152254e-05
2019-06,5.233759829093227e-05
2019-06,5.353534581412705e-05
2019-06,8.186640726543957e-05
2019-06,0.00011677317202578161
2019-07,0.00011910867960027651
2019-07,0.00016030886952492446
2019-07,4.2150626705774984e-05
2019-07,5.934492799131736e-05
2019-07,5.719211126006422e-05
2019-07,9.890894903557582e-05
2019-07,0.00010283288951313221
2019-07,7.942615018400822e-05
2019-07,5.511554348370304e-05
2019-07,4.8584190249233164e-05
2019-07,4.293465188434021e-05
2019-07,5.5756769592609095e-05
2019-07,6.117652939948433e-05
2019-07,6.117566043483239e-05
2019-07,7.994215837325575e-05
2019-07,3.8436216076320406e-05
2019-07,4.398933210132486e-05
2019-07,5.296635600370316e-05
2019-07,9.109580145889864e-05
2019-07,8.4779473750801e-05
2019-07,6.678182155534734e-05
2019-07,6.0828555512891066e-05
2019-07,7.377620235088489e-05
2019-07,0.00015307726331278832
2019-07,0.000179728902143139
2019-07,4.545729485285453e-05
2019-07,8.456201502638692e-05
2019-07,5.051751437213329e-05
2019-07,5.312428556028574e-05
2019-07,5.5887134072072036e-05
2019-07,6.452458416016483e-05
2019-07,9.779877625834925e-05
2019-07,5.0417753233594856e-05
2019-07,6.432148960528728e-05
2019-07,7.852329145783587e-05
2019-07,0.0001758279936584715
2019-07,0.0001326707250209714
2019-07,6.464555381257932e-05
2019-07,6.577072970192523e-05
2019-07,6.48333164719554e-05
2019-07,8.324660140238546e-05
2019-07,7.516583457777686e-05
2019-07,7.815810156560673e-05
2019-07,6.817900033024202e-05
2019-07,4.7681384110313394e-05
2019-08,5.628164674613636e-05
2019-08,6.066897738449703e-05
2019-08,6.397892282569076e-05
2019-08,5.900501563957936e-05
2019-08,5.060329140032685e-05
2019-08,5.8692146012687956e-05
2019-08,6.186747582570847e-05
2019-08,6.618386355928117e-05
2019-08,5.247949018461168e-05
2019-08,4.712387201892303e-05
2019-08,0.00013075364654924413
2019-08,0.00016773722490177157
2019-08,5.733730929642547e-05
2019-08,6.551381252682154e-05
2019-08,7.41978724542262e-05
2019-08,7.448732798539514e-05
2019-08,7.946632663333369e-05
2019-08,8.905365234469485e-05
2019-08,7.766117280355604e-05
2019-08,5.341525023761094e-05
2019-08,5.3425142173060675e-05
2019-08,4.912980845409809e-05
2019-08,6.7908882427862e-05
2019-08,6.11119087886154e-05
2019-08,6.535868120398369e-05
2019-08,6.219821879407841e-05
2019-08,6.150304639958076e-05
2019-08,0.000121036897750941
2019-08,6.911589720495783e-05
2019-08,0.00010410659778724913
2019-08,0.0001217530980237641
2019-08,6.388434575186448e-05
2019-08,5.241565318743351e-05
2019-08,5.202451371824767e-05
2019-08,5.7092077853922204e-05
2019-08,5.430472542148953e-05
2019-08,5.9397288777687e-05
2019-08,6.698371419187711e-05
2019-08,7.654798279124332e-05
2019-08,6.417967288609633e-05
2019-08,4.7196395511503844e-05
2019-08,6.981221449632964e-05
2019-08,6.287028378678453e-05
2019-08,6.267646987928589e-05
2019-08,6.668871686912836e-05
2019-08,6.968250300625777e-05
2019-08,6.380407893430175e-05
2019-08,6.472151657478564e-05
2019-08,5.3900880295431576e-05
2019-08,6.215376828892232e-05
2019-08,6.785949177151555e-05
2019-09,5.1814150928769315e-05
2019-09,5.7623672667796234e-05
2019-09,5.124243336345029e-05
2019-09,5.351737350036894e-05
2019-09,4.897773175607798e-05
2019-09,4.957022018328651e-05
2019-09,4.546978242041452e-05
2019-09,4.787732021581742e-05
2019-09,5.216353329642735e-05
2019-09,5.5038481894130696e-05
2019-09,5.319805475289724e-05
2019-09,5.245873283346132e-05
2019-09,4.614085823791728e-05
2019-09,5.134707999876751e-05
2019-09,5.584978622165821e-05
2019-09,5.4844359023091386e-05
2019-09,5.039157767221065e-05
2019-09,4.911356512648891e-05
2019-09,4.978516097111082e-05
2019-09,5.999914881143915e-05
2019-09,5.708307063119818e-05
2019-09,5.800047099143578e-05
2019-09,4.926758442591267e-05
2019-09,5.895239560959026e-05
2019-09,6.416514531735217e-05
2019-09,5.4640772276234904e-05
2019-09,5.812624292946144e-05
2019-09,5.977785086739808e-05
2019-09,4.963856533919537e-05
2019-09,5.279621353408751e-05
2019-09,5.4527552787760575e-05
2019-09,5.6646622114414e-05
2019-09,6.418793647349982e-05
2019-09,7.4432384386911e-05
2019-09,7.415969965896905e-05
2019-09,6.172317616007492e-05
2019-09,5.4006002801276434e-05
2019-09,5.7492977217362556e-05
2019-09,6.837005740770375e-05
2019-09,7.23954828340486e-05
2019-09,5.5337818034106954e-05
2019-09,7.068925201838118e-05
2019-09,6.414150712882474e-05
2019-09,6.584801554563326e-05
2019-09,6.609214903584979e-05
2019-09,6.0291516523093776e-05
2019-09,5.163909401835798e-05
2019-09,6.500439234703296e-05
2019-10,5.837474746031094e-05
2019-10,5.904259713588616e-05
2019-10,6.637899764921275e-05
2019-10,4.390280972635149e-05
2019-10,5.952092406883195e-05
2019-10,5.889029889137955e-05
2019-10,9.383985853461739e-05
2019-10,7.828114177389325e-05
2019-10,8.793739272663974e-05
2019-10,9.454649650564839e-05
2019-10,0.0001023441865418577
2019-10,9.783579217902657e-05
2019-10,9.320171752474111e-05
2019-10,8.91354003099224e-05
2019-10,6.531097317911056e-05
2019-10,6.426102052839013e-05
2019-10,6.989273971349673e-05
2019-10,6.202969132518511e-05
2019-10,7.438621057667456e-05
2019-10,9.228943993663664e-05
2019-10,7.58399409737462e-05
2019-10,6.474941899233636e-05
2019-10,9.043338419756464e-05
2019-10,7.998234145080668e-05
2019-10,7.475850695568368e-05
2019-10,9.33856968144613e-05
2019-10,9.828658722845677e-05
2019-10,8.422155171521783e-05
2019-10,9.07719940471441e-05
2019-10,7.620932279415817e-05
2019-10,7.920576423427767e-05
2019-10,4.198912357049391e-05
2019-10,9.205035031680311e-05
2019-10,8.861869727625698e-05
2019-10,7.097843422445653e-05
2019-10,6.575970704021701e-05
2019-10,8.055883009177209e-05
2019-10,8.474204633044193e-05
2019-10,8.841694772166776e-05
2019-10,6.962048329061754e-05
2019-10,8.00919697122314e-05
2019-10,8.162156399034779e-05
2019-10,0.00010775342930549175
2019-10,7.59425615219422e-05
2019-10,7.721789941000088e-05
2019-10,7.94188176688152e-05
2019-10,5.1196268618187686e-05
2019-10,7.827731548360045e-05
2019-10,7.550776084401902e-05
2019-10,7.640929157441613e-05
2019-11,8.51766553095878e-05
2019-11,5.4017172076440975e-05
2019-11,5.591925265388866e-05
2019-11,8.871352996754269e-05
2019-11,4.971086394131148e-05
2019-11,5.349722174775712e-05
2019-11,9.408572481305152e-05
2019-11,8.605248533285932e-05
2019-11,7.523298756958927e-05
2019-11,7.983807412421301e-05
2019-11,8.41540942113666e-05
2019-11,5.682715884666855e-05
2019-11,7.739469831962738e-05
2019-11,0.00010064203314009932
2019-11,0.00013450854152466783
2019-11,3.418522045739445e-05
2019-11,6.082172029950023e-05
2019-11,6.621354544074691e-05
2019-11,4.9410081356258484e-05
2019-11,6.864009124489358e-05
2019-11,6.785055366287985e-05
2019-11,6.169591133148904e-05
2019-11,4.064805911665784e-05
2019-11,8.831095385525029e-05
2019-11,6.218289207603252e-05
2019-11,6.224683327512719e-05
2019-11,8.226093390502096e-05
2019-11,6.186344278727406e-05
2019-11,5.3071996613257775e-05
2019-11,9.824022130214594e-05
2019-11,6.002263833059029e-05
2019-11,6.630179746679403e-05
2019-11,7.70274278295713e-05
2019-11,6.133362787470172e-05
2019-11,6.347104954335408e-05
2019-11,5.123650048107297e-05
2019-11,4.392860834787278e-05
2019-11,9.622449580278371e-05
2019-11,2.4643129298137878e-05
2019-11,4.484517769465485e-05
2019-11,4.5326653330377285e-05
2019-12,5.5418348735198905e-05
2019-12,5.671819314951291e-05
2019-12,3.6184005409534994e-05
2019-12,8.565501786046248e-05
2019-12,4.102038533931994e-05
2019-12,8.814265017116515e-05
2019-12,7.674977314988718e-05
2019-12,3.249120999877555e-05
2019-12,6.727012425759579e-05
2019-12,3.922206902243374e-05
2019-12,6.071048204185689e-05
2019-12,0.00013201152609017264
2019-12,0.00011747001232292507
2019-12,9.508119553933839e-05
2019-12,7.10906986224359e-05
2019-12,9.166132657938115e-05
2019-12,9.209924754526921e-05
2019-12,0.0001063666614513329
2019-12,0.00012028865918619288
2019-12,0.00010554798205403674
2019-12,7.021060921555927e-05
2019-12,6.1929204367175e-05
2019-12,7.011075480826452e-05
2019-12,5.750350464847158e-05
2019-12,8.027846313547313e-05
2019-12,6.231505724881038e-05
2019-12,8.003834564326113e-05
2019-12,7.950125866504809e-05
2019-12,5.9214837597089356e-05
2019-12,6.18419869834455e-05
2019-12,7.64268884444016e-05
2019-12,8.688787949199858e-05
2019-12,7.746639698767683e-05
2019-12,8.589084364856612e-05
2019-12,6.73524118745207e-05
2019-12,8.303209950639076e-05
2019-12,7.672604395000781e-05
2019-12,9.250398283321221e-05
2019-12,9.28175539384804e-05
2019-12,6.997809444153741e-05
2019-12,9.732703060255997e-05
2019-12,9.674832623519046e-05
2019-12,9.244718306108888e-05
2019-12,8.314189325806561e-05
2019-12,7.741838256250649e-05
2019-12,0.00012458548279442832
2019-12,6.969668398586731e-05
2019-12,3.250219410632314e-05
2019-12,2.4894987328231043e-05
2020-01,8.588841603256959e-05
2020-01,0.0001041080014697331
2020-01,9.978526461888448e-05
2020-01,8.552839902709393e-05
2020-01,8.563990805254654e-05
2020-01,7.105662546082229e-05
2020-01,7.525015609721562e-05
2020-01,0.000186586243810877
2020-01,8.149409192193941e-05
2020-01,9.915843403557502e-05
2020-01,7.623792241296121e-05
2020-01,9.081703676777762e-05
2020-01,8.299465183533801e-05
2020-01,0.0001222177316225301
2020-01,0.0001364936956512547
2020-01,5.648669761952137e-05
2020-01,0.00018784046345623773
2020-01,6.590877073704119e-05
2020-01,7.95671255274242e-05
2020-01,0.00010426110999938019
2020-01,0.00012645935999125828
2020-01,6.830661266126657e-05
2020-01,7.40750765373235e-05
2020-01,9.647731342701792e-05
2020-01,0.00013275662966695352
2020-01,7.868135567649623e-05
2020-01,0.00010640180007068272
2020-01,7.493908480770029e-05
2020-01,0.00014458400231618239
2020-01,0.0001255665361810863
2020-01,0.00012832529856237896
2020-01,0.00025648490756743615
2020-01,0.0001482523537178659
2020-01,7.490759097698841e-05
2020-01,7.496457758014063e-05
2020-01,7.723909708866966e-05
2020-01,5.81540129740806e-05
2020-01,7.304922614246929e-05
2020-01,8.003548372778331e-05
2020-01,0.00012456137786805992
2020-01,0.0002156350468331493
2020-01,7.514939551615362e-05
2020-01,5.5760387867832804e-05
2020-01,5.830460743334918e-05
2020-01,7.244731018590324e-05
2020-01,2.843413791682181e-05
2020-01,5.431626827122427e-05
2020-01,6.498637598708603e-05
2020-02,6.481170649717717e-05
2020-02,7.148323280022707e-05
2020-02,0.00012085992553031788
2020-02,9.842728441014333e-05
2020-02,8.688805261345346e-05
2020-02,7.614792480312044e-05
2020-02,5.01248112795541e-05
2020-02,5.0137580389154615e-05
2020-02,7.408808374367969e-05
2020-02,9.460675863917631e-05
2020-02,0.0001026191512201996
2020-02,7.057371157289501e-05
2020-02,6.467246218301428e-05
